total_highest_yearly_earnings,pct_earnings_africa,pct_earnings_asia,pct_earnings_north_america,pct_earnings_europe,pct_earnings_south_america,pct_earnings_australia_and_oceania
6570052022,0.09,43.17,35.77,11.01,9.52,0.44
